pair,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
iq:fft,relation_pca_residual,Tx5,0.95,0.7317967080403935,0.45996,0.4533333333333333,0.5769230769230769,0.06,0.10869565217391303,30,378,22,470
iq:fft,relation_pca_residual,Tx6,0.95,0.7317967080403935,0.495235,0.4533333333333333,0.5769230769230769,0.06,0.10869565217391303,30,378,22,470
iq:fft,relation_pca_residual,Tx7,0.95,0.7317967080403935,0.481245,0.45111111111111113,0.56,0.056,0.10181818181818182,28,378,22,472
iq:fft,relation_pca_residual,Tx8,0.95,0.7317967080403935,0.520915,0.44555555555555554,0.5111111111111111,0.046,0.08440366972477063,23,378,22,477
iq:fft,relation_pca_residual,Tx5,0.97,0.9600496904627724,0.45996,0.45222222222222225,0.5813953488372093,0.05,0.09208103130755065,25,382,18,475
iq:fft,relation_pca_residual,Tx6,0.97,0.9600496904627724,0.495235,0.45,0.5609756097560976,0.046,0.08502772643253234,23,382,18,477
iq:fft,relation_pca_residual,Tx7,0.97,0.9600496904627724,0.481245,0.44,0.4375,0.028,0.05263157894736842,14,382,18,486
iq:fft,relation_pca_residual,Tx8,0.97,0.9600496904627724,0.520915,0.43666666666666665,0.3793103448275862,0.022,0.04158790170132325,11,382,18,489
iq:fft,relation_shrinkage_mahalanobis,Tx5,0.9,75.2717905798353,0.464105,0.45222222222222225,0.5402298850574713,0.094,0.16013628620102213,47,360,40,453
iq:fft,relation_shrinkage_mahalanobis,Tx6,0.9,75.2717905798353,0.48481,0.46111111111111114,0.5789473684210527,0.11,0.18487394957983191,55,360,40,445
iq:fft,relation_shrinkage_mahalanobis,Tx7,0.9,75.2717905798353,0.477295,0.4577777777777778,0.5652173913043478,0.104,0.17567567567567569,52,360,40,448
iq:fft,relation_shrinkage_mahalanobis,Tx8,0.9,75.2717905798353,0.51198,0.45111111111111113,0.5348837209302325,0.092,0.15699658703071673,46,360,40,454
iq:fft,relation_shrinkage_mahalanobis,Tx5,0.95,124.06520005254767,0.464105,0.4533333333333333,0.5769230769230769,0.06,0.10869565217391303,30,378,22,470
iq:fft,relation_shrinkage_mahalanobis,Tx6,0.95,124.06520005254767,0.48481,0.4533333333333333,0.5769230769230769,0.06,0.10869565217391303,30,378,22,470
iq:fft,relation_shrinkage_mahalanobis,Tx7,0.95,124.06520005254767,0.477295,0.45,0.5510204081632653,0.054,0.09836065573770492,27,378,22,473
iq:fft,relation_shrinkage_mahalanobis,Tx8,0.95,124.06520005254767,0.51198,0.44333333333333336,0.4883720930232558,0.042,0.07734806629834254,21,378,22,479
iq:fft,relation_shrinkage_mahalanobis,Tx5,0.97,165.63451854687744,0.464105,0.45444444444444443,0.6097560975609756,0.05,0.09242144177449167,25,384,16,475
iq:fft,relation_shrinkage_mahalanobis,Tx6,0.97,165.63451854687744,0.48481,0.45111111111111113,0.5789473684210527,0.044,0.08178438661710036,22,384,16,478
iq:fft,relation_shrinkage_mahalanobis,Tx7,0.97,165.63451854687744,0.477295,0.44666666666666666,0.5294117647058824,0.036,0.06741573033707864,18,384,16,482
iq:fft,relation_shrinkage_mahalanobis,Tx8,0.97,165.63451854687744,0.51198,0.4388888888888889,0.4074074074074074,0.022,0.041745730550284625,11,384,16,489
iq:stft,relation_zdist,Tx5,0.9,1.8826568895077356,0.465855,0.4533333333333333,0.54,0.108,0.18,54,354,46,446
iq:stft,relation_zdist,Tx6,0.9,1.8826568895077356,0.48813,0.45444444444444443,0.5445544554455446,0.11,0.18302828618968386,55,354,46,445
iq:stft,relation_zdist,Tx7,0.9,1.8826568895077356,0.466805,0.4444444444444444,0.5,0.092,0.1554054054054054,46,354,46,454
iq:stft,relation_zdist,Tx8,0.9,1.8826568895077356,0.4639,0.4255555555555556,0.38666666666666666,0.058,0.10086956521739131,29,354,46,471
iq:stft,relation_zdist,Tx5,0.95,3.213046393758646,0.465855,0.44222222222222224,0.48148148148148145,0.052,0.09386281588447654,26,372,28,474
iq:stft,relation_zdist,Tx6,0.95,3.213046393758646,0.48813,0.43777777777777777,0.44,0.044,0.08,22,372,28,478
iq:stft,relation_zdist,Tx7,0.95,3.213046393758646,0.466805,0.44666666666666666,0.5172413793103449,0.06,0.10752688172043011,30,372,28,470
iq:stft,relation_zdist,Tx8,0.95,3.213046393758646,0.4639,0.42777777777777776,0.3170731707317073,0.026,0.04805914972273567,13,372,28,487
iq:stft,relation_zdist,Tx5,0.97,4.179149211069135,0.465855,0.44555555555555554,0.5142857142857142,0.036,0.06728971962616823,18,383,17,482
iq:stft,relation_zdist,Tx6,0.97,4.179149211069135,0.48813,0.44222222222222224,0.46875,0.03,0.05639097744360901,15,383,17,485
iq:stft,relation_zdist,Tx7,0.97,4.179149211069135,0.466805,0.4488888888888889,0.5526315789473685,0.042,0.07806691449814127,21,383,17,479
iq:stft,relation_zdist,Tx8,0.97,4.179149211069135,0.4639,0.43555555555555553,0.34615384615384615,0.018,0.03422053231939163,9,383,17,491
iq:stft,relation_pca_residual,Tx5,0.9,0.47720453450188627,0.48947,0.4411111111111111,0.4845360824742268,0.094,0.1574539363484087,47,350,50,453
iq:stft,relation_pca_residual,Tx6,0.9,0.47720453450188627,0.49474,0.4533333333333333,0.5370370370370371,0.116,0.19078947368421054,58,350,50,442
iq:stft,relation_pca_residual,Tx7,0.9,0.47720453450188627,0.47078,0.4488888888888889,0.5192307692307693,0.108,0.17880794701986755,54,350,50,446
iq:stft,relation_pca_residual,Tx8,0.9,0.47720453450188627,0.47484,0.4311111111111111,0.4318181818181818,0.076,0.12925170068027209,38,350,50,462
